Date,App,Ad_Group,State,Revenue,Ad_Requests,Ad_Responses,Fill_Rate,Impressions,Render_Rate,1st_Clicks,2nd_Clicks
06-09-2020,Odia (Oriya) Calendar,Odia Calendar_banner,Unresolved,0.01,864,788,96.8,190,24.1,0,0
06-09-2020,Odia (Oriya) Calendar,Odia Calendar_native,Unresolved,0,864,48,96.8,11,22.9,0,0
10-09-2020,Talk Now – Audio Chat to English speaking practice,4719_talk Now - Native - Admob - Lobby Native,Andhra Pradesh,0.01,864,392,99.9,116,29.6,1,1
10-09-2020,Talk Now – Audio Chat to English speaking practice,4718_talk Now - Native - Admob - Native Chat History,Andhra Pradesh,0.05,864,470,99.9,281,59.8,1,1
09-09-2020,Motu Patlu Game,N/A,Bihar,0,863,0,0,0,0,0,0
12-09-2020,India GST Calculator,India GST Calculator_Mopub_New,Karnataka,0,863,197,100,0,0,0,0
12-09-2020,India GST Calculator,RC_KA_Stock_English,Karnataka,0,863,122,100,81,66.4,0,0
12-09-2020,India GST Calculator,non stop fun,Karnataka,0,863,116,100,84,72.41,1,0
12-09-2020,India GST Calculator,Quirky_Eng,Karnataka,0,863,105,100,75,71.43,0,0
12-09-2020,India GST Calculator,Danish&satish,Karnataka,0,863,110,100,82,74.55,2,0
12-09-2020,India GST Calculator,DanishSolo_English,Karnataka,0,863,106,100,78,73.58,0,0
12-09-2020,India GST Calculator,Danishsolo_Kan,Karnataka,0,863,107,100,76,71.03,2,0
06-09-2020,Nursing Exam,Nursing_Exam_Admob_Banner_4696,Tamil Nadu,0.08,860,859,99.9,617,71.83,4,0
06-09-2020,Shiva Cycling Adventure,revshare,Assam,0,860,481,98.4,459,95.4,27,27
06-09-2020,Shiva Cycling Adventure,Shiva Cycling Adventure_Admob,Assam,0,860,364,98.4,10,2.75,0,0
06-09-2020,Shiva Cycling Adventure,Shiva Cycling Adventure_Inmobi_L,Assam,0,860,1,98.4,1,100,0,0
12-09-2020,Bottle Shooting Game,Bottle Shooting Game_Inmobi_H,Sikkim,0,860,6,100,3,50,0,0
12-09-2020,Bottle Shooting Game,revshare,Sikkim,0,860,9,100,6,66.7,0,0
12-09-2020,Bottle Shooting Game,Dhani Backfill,Sikkim,0,860,14,100,9,64.3,1,0
12-09-2020,Bottle Shooting Game,Dream11,Sikkim,0,860,3,100,0,0,0,0
12-09-2020,Bottle Shooting Game,Dream11_NonCore,Sikkim,0,860,3,100,1,33.3,0,0
12-09-2020,Bottle Shooting Game,MY11Circle_IN_SG_1500,Sikkim,0,860,3,100,0,0,0,0
12-09-2020,Bottle Shooting Game,IPL banner,Sikkim,0,860,5,100,2,40,0,0
12-09-2020,Bottle Shooting Game,Bottle Shooting Game_Admob_No Floor,Sikkim,0.01,860,346,100,174,50.3,8,4
12-09-2020,Bottle Shooting Game,Bottle Shooting Game_Admob_ML,Sikkim,0.02,860,471,100,189,40.1,22,5
11-09-2020,Motu Patlu Cycling Adventure,revshare,Madhya Pradesh,0,858,91,100,32,35.2,1,1
11-09-2020,Motu Patlu Cycling Adventure,Rooter_All apps,Madhya Pradesh,0,858,52,100,26,50,1,1
11-09-2020,Motu Patlu Cycling Adventure,Dhani Backfill,Madhya Pradesh,0,858,244,100,132,54.1,12,2
11-09-2020,Motu Patlu Cycling Adventure,Motu Patlu Cycling Adventure_Admob_MCM,Madhya Pradesh,0,858,427,100,3,0.7,1,0
11-09-2020,Motu Patlu Cycling Adventure,Motu Patlu Cycling Adventure_Inmobi_L,Madhya Pradesh,0,858,44,100,19,43.2,1,0
08-09-2020,Shiva Archery,revshare,Telangana,0,856,232,100,216,93.1,7,7
08-09-2020,Shiva Archery,Rooter_All apps,Telangana,0,856,252,100,232,92.1,8,8
08-09-2020,Shiva Archery,Shiva Archery_Admob,Telangana,0,856,369,100,2,0.54,0,0
08-09-2020,Shiva Archery,Shiva Archery_Inmobi_L,Telangana,0,856,3,100,3,100,0,0
12-09-2020,Vehicle Owner Details,N/A,Kerala,0,855,0,0,0,0,0,0
09-09-2020,India GST Calculator,India GST Calculator_Mopub_New,Assam,0,855,753,100,0,0,0,0
09-09-2020,India GST Calculator,revshare,Assam,0,855,64,100,61,95.3,1,1
09-09-2020,India GST Calculator,Rooter_All apps,Assam,0,855,38,100,37,97.4,0,0
06-09-2020,Beach Cricket,N/A,Madhya Pradesh,0,854,0,0,0,0,0,0
09-09-2020,Beach Cricket,N/A,Rajasthan,0,854,0,0,0,0,0,0
07-09-2020,India GST Calculator,India GST Calculator_Mopub_New,Karnataka,0,854,229,99.9,0,0,0,0
07-09-2020,India GST Calculator,RC_MH_Stock_Marathi,Karnataka,0,854,1,99.9,0,0,0,0
07-09-2020,India GST Calculator,RC_KA_Stock_English,Karnataka,0,854,48,99.9,38,79.17,0,0
07-09-2020,India GST Calculator,non stop fun,Karnataka,0,854,54,99.9,47,87.04,0,0
07-09-2020,India GST Calculator,Quirky_Eng,Karnataka,0,854,59,99.9,47,79.66,0,0
07-09-2020,India GST Calculator,Danish&satish,Karnataka,0,854,48,99.9,38,79.17,1,0
07-09-2020,India GST Calculator,DanishSolo_English,Karnataka,0,854,206,99.9,130,63.1,2,0
07-09-2020,India GST Calculator,Danishsolo_Kan,Karnataka,0,854,209,99.9,132,63.2,2,1
09-09-2020,Nursing Exam,Nursing_Exam_Admob_Banner_4696,Himachal Pradesh,0.07,854,807,94.5,576,71.38,6,0
10-09-2020,Nursing Exam,Nursing_Exam_Admob_Banner_4696,Maharashtra,0.09,853,851,99.5,579,68,5,0
07-09-2020,Bangla Panjika (বাংলা পঞ্জিকা) 2020 Calendar-1427,Bangla Panjika - Banner - Admob,Assam,0.11,852,852,100,715,83.92,7,7
11-09-2020,Battle of chepauk,Battle of Chepauk_Inmobi_L,Kerala,0,851,4,100,4,100,0,0
11-09-2020,Battle of chepauk,Dream11,Kerala,0,851,247,100,211,85.43,10,1
11-09-2020,Battle of chepauk,MY11Circle_IN_SG_1500,Kerala,0,851,236,100,206,87.29,11,4
11-09-2020,Battle of chepauk,IPL banner,Kerala,0,851,296,100,256,86.49,17,3
11-09-2020,Battle of chepauk,RC_KL_Stock_ENG,Kerala,0,851,16,100,15,93.8,0,0
11-09-2020,Battle of chepauk,non stop fun,Kerala,0,851,14,100,11,78.57,0,0
11-09-2020,Battle of chepauk,quirky_Eng,Kerala,0,851,12,100,11,91.7,0,0
11-09-2020,Battle of chepauk,Ajusolo_Eng,Kerala,0,851,12,100,11,91.7,0,0
11-09-2020,Battle of chepauk,Ajusolo_Mal,Kerala,0,851,14,100,12,85.71,0,0
12-09-2020,Skymet Weather,Skymet Weather_Admob,Unresolved,0.02,851,701,100,366,52.2,3,3
12-09-2020,Skymet Weather,revshare,Unresolved,0,851,105,100,100,95.2,3,3
12-09-2020,Skymet Weather,Dhani Backfill,Unresolved,0,851,45,100,37,82.22,0,0
07-09-2020,Nursing Exam,Nursing_Exam_Admob_Banner_4696,Odisha,0.08,848,848,99.9,638,75.24,11,0
12-09-2020,Motu Patlu Cycling Adventure,revshare,Madhya Pradesh,0,848,98,100,33,33.7,1,1
12-09-2020,Motu Patlu Cycling Adventure,Dhani Backfill,Madhya Pradesh,0,848,257,100,138,53.7,6,2
12-09-2020,Motu Patlu Cycling Adventure,Motu Patlu Cycling Adventure_Admob_MCM,Madhya Pradesh,0,848,422,100,6,1.42,0,0
12-09-2020,Motu Patlu Cycling Adventure,Motu Patlu Cycling Adventure_Inmobi_L,Madhya Pradesh,0,848,71,100,33,46.5,3,0
08-09-2020,Shiva Winter Biking Tales,Shiva Winter Biking Tales_Admob,Jammu and Kashmir,0,847,336,100,6,1.79,6,1
08-09-2020,Shiva Winter Biking Tales,revshare,Jammu and Kashmir,0,847,242,100,222,91.7,89,89
08-09-2020,Shiva Winter Biking Tales,Shiva Winter Biking Tales_Inmobi_L,Jammu and Kashmir,0,847,12,100,10,83.33,4,2
08-09-2020,Shiva Winter Biking Tales,Rooter_All apps,Jammu and Kashmir,0.02,847,257,100,221,85.99,89,89
11-09-2020,Life of a Princess : Story,revshare,Gujarat,0,847,276,100,234,84.78,20,18
11-09-2020,Life of a Princess : Story,Rooter_All apps,Gujarat,0,847,67,100,55,82.09,7,7
11-09-2020,Life of a Princess : Story,Dhani Backfill,Gujarat,0,847,504,100,386,76.59,42,9
07-09-2020,Bottle Shooting Game,Bottle Shooting Game_Inmobi_H,Meghalaya,0,846,14,99.8,8,57.1,5,3
07-09-2020,Bottle Shooting Game,Rooter_NonCricket,Meghalaya,0,846,44,99.8,32,72.73,1,1
07-09-2020,Bottle Shooting Game,Dream11,Meghalaya,0,846,271,99.8,200,73.8,42,5
07-09-2020,Bottle Shooting Game,Dream11_NonCore,Meghalaya,0,846,319,99.8,259,81.19,17,5
07-09-2020,Bottle Shooting Game,Bottle Shooting Game_Admob_No Floor,Meghalaya,0,846,93,99.8,58,62.4,8,1
07-09-2020,Bottle Shooting Game,Bottle Shooting Game_Admob_ML,Meghalaya,0,846,105,99.8,47,44.8,7,2
09-09-2020,(SDK X) Cricket Mazza ,Cricket Mazza Banner (AdX),Chandigarh,0,846,373,100,294,78.82,3,0
09-09-2020,(SDK X) Cricket Mazza ,320x50,Chandigarh,0,846,41,100,39,95.1,1,1
09-09-2020,(SDK X) Cricket Mazza ,Dream11_320x50,Chandigarh,0,846,221,100,210,95,3,3
09-09-2020,(SDK X) Cricket Mazza ,My11_320x50,Chandigarh,0,846,211,100,191,90.5,5,5
10-09-2020,Shiva Winter Biking Tales,Shiva Winter Biking Tales_Admob,Chandigarh,0,846,345,99.9,3,0.87,2,2
10-09-2020,Shiva Winter Biking Tales,revshare,Chandigarh,0,846,117,99.9,98,83.76,41,39
10-09-2020,Shiva Winter Biking Tales,Shiva Winter Biking Tales_Inmobi_L,Chandigarh,0,846,10,99.9,6,60,1,1
10-09-2020,Shiva Winter Biking Tales,Rooter_All apps,Chandigarh,0.02,846,189,99.9,168,88.89,78,77
10-09-2020,Shiva Winter Biking Tales,Dhani Backfill,Chandigarh,0,846,187,99.9,159,85.03,64,16
07-09-2020,Nursing Exam,Nursing_Exam_Admob_Banner_4696,Telangana,0.08,845,845,100,618,73.14,7,0
10-09-2020,Beach Cricket,N/A,Madhya Pradesh,0,844,0,0,0,0,0,0
06-09-2020,Shiva Cycling Adventure,revshare,Andhra Pradesh,0,844,480,100,454,94.6,41,41
06-09-2020,Shiva Cycling Adventure,Shiva Cycling Adventure_Admob,Andhra Pradesh,0,844,358,100,1,0.28,0,0
06-09-2020,Shiva Cycling Adventure,Shiva Cycling Adventure_Inmobi_L,Andhra Pradesh,0,844,6,100,5,83.33,0,0
10-09-2020,India GST Calculator,India GST Calculator_Mopub_New,Tamil Nadu,0,844,189,100,0,0,0,0
10-09-2020,India GST Calculator,RC_TN_ENG,Tamil Nadu,0,844,162,100,117,72.22,0,0
10-09-2020,India GST Calculator,Quirky_Eng,Tamil Nadu,0,844,151,100,105,69.5,0,0
10-09-2020,India GST Calculator,Satishsolo_Tamil,Tamil Nadu,0,844,178,100,116,65.2,0,0
10-09-2020,India GST Calculator,Satishsolo_Eng,Tamil Nadu,0,844,165,100,105,63.6,0,0
07-09-2020,City Car Racing Simulator 2018,City Car Racing Simulator_Inmobi_L,Uttar Pradesh,0,843,2,100,2,100,4,1
07-09-2020,City Car Racing Simulator 2018,revshare,Uttar Pradesh,0,843,547,100,512,93.6,150,151
07-09-2020,City Car Racing Simulator 2018,City Car Racing Simulator_Admob,Uttar Pradesh,0,843,294,100,8,2.72,0,0
06-09-2020,Baba Cric,Baba Cric_Admob,Tamil Nadu,0,843,55,100,0,0,0,0
06-09-2020,Baba Cric,Baba Cric_Inmobi_L,Tamil Nadu,0,843,38,100,13,34.2,0,0
06-09-2020,Baba Cric,Rooter_Cricket,Tamil Nadu,0,843,405,100,173,42.7,0,0
06-09-2020,Baba Cric,Dream11,Tamil Nadu,0,843,336,100,109,32.4,0,0
06-09-2020,Baba Cric,11wickets_CPR,Tamil Nadu,0,843,9,100,5,55.6,0,0
10-09-2020,Indian Rummy Offline,revshare,Jammu and Kashmir,0,842,280,99.9,253,90.4,0,0
10-09-2020,Indian Rummy Offline,Rooter_All apps,Jammu and Kashmir,0,842,199,99.9,194,97.5,0,0
10-09-2020,Indian Rummy Offline,Rooter_NonCricket,Jammu and Kashmir,0,842,55,99.9,50,90.9,0,0
10-09-2020,Indian Rummy Offline,Dhani Backfill,Jammu and Kashmir,0,842,308,99.9,276,89.61,0,0
10-09-2020,Odia (Oriya) Calendar,revshare,Delhi,0,841,6,98.9,5,83.33,0,0
10-09-2020,Odia (Oriya) Calendar,Odia Calendar_banner,Delhi,0.03,841,784,98.9,306,39,1,0
10-09-2020,Odia (Oriya) Calendar,Odia Calendar_native,Delhi,0,841,8,98.9,1,12.5,0,0
10-09-2020,Odia (Oriya) Calendar,Rooter_All apps,Delhi,0,841,24,98.9,17,70.83,0,0
10-09-2020,Odia (Oriya) Calendar,Dhani Backfill,Delhi,0,841,12,98.9,8,66.7,1,0
10-09-2020,Motu Patlu Cycling Adventure,revshare,Madhya Pradesh,0,839,51,100,19,37.3,1,1
10-09-2020,Motu Patlu Cycling Adventure,Rooter_All apps,Madhya Pradesh,0,839,165,100,91,55.2,2,2
10-09-2020,Motu Patlu Cycling Adventure,Dhani Backfill,Madhya Pradesh,0,839,145,100,54,37.2,5,1
10-09-2020,Motu Patlu Cycling Adventure,Motu Patlu Cycling Adventure_Admob_MCM,Madhya Pradesh,0,839,432,100,7,1.62,0,0
10-09-2020,Motu Patlu Cycling Adventure,Motu Patlu Cycling Adventure_Inmobi_L,Madhya Pradesh,0,839,48,100,29,60.4,2,1
06-09-2020,Skymet Weather,Skymet Weather_Admob,Odisha,0.02,838,671,100,454,67.7,11,2
06-09-2020,Skymet Weather,revshare,Odisha,0,838,167,100,161,96.4,3,3
08-09-2020,Nursing Exam,Nursing_Exam_Admob_Banner_4696,Punjab,0.11,838,838,100,582,69.5,0,0
06-09-2020,Live Talk,Rummy77,Jharkhand,0,837,91,100,90,98.9,87,1
06-09-2020,Live Talk,New creative,Jharkhand,0,837,83,100,81,97.6,79,5
06-09-2020,Live Talk,creative_aug,Jharkhand,0,837,83,100,82,98.8,80,3
06-09-2020,Live Talk,Nov New,Jharkhand,0,837,84,100,84,100,94,3
06-09-2020,Live Talk,Live Talk_Admob_MCM,Jharkhand,0,837,239,100,230,96.2,198,6
06-09-2020,Live Talk,Live Talk_GG_AdX,Jharkhand,0,837,257,100,250,97.3,250,8
09-09-2020,Battle of chepauk,Dream11,Kerala,0,837,243,100,188,77.37,10,2
09-09-2020,Battle of chepauk,MY11Circle_IN_SG_1500,Kerala,0,837,294,100,252,85.71,22,7
09-09-2020,Battle of chepauk,IPL banner,Kerala,0,837,261,100,225,86.21,22,6
09-09-2020,Battle of chepauk,RC_KL_Stock_ENG,Kerala,0,837,9,100,9,100,0,0
09-09-2020,Battle of chepauk,non stop fun,Kerala,0,837,6,100,5,83.33,1,0
09-09-2020,Battle of chepauk,quirky_Eng,Kerala,0,837,13,100,9,69.2,0,0
09-09-2020,Battle of chepauk,Ajusolo_Eng,Kerala,0,837,7,100,7,100,0,0
09-09-2020,Battle of chepauk,Ajusolo_Mal,Kerala,0,837,4,100,4,100,0,0
09-09-2020,Shiva Archery,revshare,Assam,0,836,260,100,239,91.9,16,16
09-09-2020,Shiva Archery,Rooter_All apps,Assam,0,836,227,100,205,90.3,6,6
09-09-2020,Shiva Archery,Dhani Backfill,Assam,0,836,9,100,7,77.78,0,0
09-09-2020,Shiva Archery,Shiva Archery_Admob,Assam,0,836,332,100,3,0.9,2,1
09-09-2020,Shiva Archery,Shiva Archery_Inmobi_L,Assam,0,836,8,100,7,87.5,0,0
08-09-2020,Mindi Offline,revshare,Odisha,0,835,428,100,418,97.7,1,1
08-09-2020,Mindi Offline,Rooter_All apps,Odisha,0,835,326,100,310,95.1,0,0
08-09-2020,Mindi Offline,Rooter_NonCricket,Odisha,0,835,81,100,74,91.4,2,2
09-09-2020,Sticker Maker,Sticker Maker Admob Banner,West Bengal,0.01,833,247,100,65,26.3,1,0
09-09-2020,Sticker Maker,sticker Maker (a/b) experiment,West Bengal,0.02,833,190,100,42,22.1,0,0
09-09-2020,Sticker Maker,Sticker Maker Admob Native,West Bengal,0.01,833,198,100,179,90.4,0,0
09-09-2020,Sticker Maker,A/b experiment backfill,West Bengal,0.02,833,198,100,160,80.81,0,0
08-09-2020,Indian Rummy Offline,Indian Rummy Offline_Inmobi,Jammu and Kashmir,0,833,2,100,2,100,0,0
08-09-2020,Indian Rummy Offline,revshare,Jammu and Kashmir,0,833,404,100,401,99.3,1,1
08-09-2020,Indian Rummy Offline,Rooter_All apps,Jammu and Kashmir,0,833,350,100,343,98,0,0
08-09-2020,Indian Rummy Offline,Rooter_NonCricket,Jammu and Kashmir,0,833,77,100,70,90.9,1,1
08-09-2020,City Car Racing Simulator 2018,City Car Racing Simulator_Inmobi_L,Rajasthan,0,833,2,100,0,0,0,0
08-09-2020,City Car Racing Simulator 2018,revshare,Rajasthan,0,833,334,100,315,94.3,63,63
08-09-2020,City Car Racing Simulator 2018,Rooter_All apps,Rajasthan,0.01,833,246,100,219,89.02,42,42
08-09-2020,City Car Racing Simulator 2018,City Car Racing Simulator_Admob,Rajasthan,0,833,251,100,8,3.19,0,0
10-09-2020,Motu Patlu Car Game,Motu Patlu Car Game_Admob,West Bengal,0.06,833,509,100,330,64.8,71,19
10-09-2020,Motu Patlu Car Game,Motu Patlu Car Game_Inmobi_L,West Bengal,0,833,324,100,257,79.32,44,19
10-09-2020,(SDK X) Cricket Mazza ,Cricket Mazza Banner (AdX),Arunachal Pradesh,0,833,771,100,768,99.6,0,0
10-09-2020,(SDK X) Cricket Mazza ,320x50,Arunachal Pradesh,0,833,20,100,20,100,1,1
10-09-2020,(SDK X) Cricket Mazza ,Dream11_320x50,Arunachal Pradesh,0,833,19,100,18,94.7,0,0
10-09-2020,(SDK X) Cricket Mazza ,My11_320x50,Arunachal Pradesh,0,833,23,100,23,100,3,3
08-09-2020,India GST Calculator,India GST Calculator_Mopub_New,Punjab,0,832,752,100,0,0,0,0
08-09-2020,India GST Calculator,revshare,Punjab,0,832,42,100,36,85.71,0,0
08-09-2020,India GST Calculator,Rooter_All apps,Punjab,0,832,38,100,25,65.8,0,0
10-09-2020,Nursing Exam,Nursing_Exam_Admob_Banner_4696,Punjab,0.09,832,812,97.7,590,72.66,7,0
09-09-2020,Life of a Princess : Story,revshare,Madhya Pradesh,0,830,491,100,405,82.48,56,58
09-09-2020,Life of a Princess : Story,Rooter_All apps,Madhya Pradesh,0.01,830,322,100,263,81.68,27,25
09-09-2020,Life of a Princess : Story,Dhani Backfill,Madhya Pradesh,0,830,17,100,14,82.35,0,0
12-09-2020,(SDK X) Cricket Mazza ,Cricket Mazza Banner (AdX),Tamil Nadu,0,830,463,100,389,84.02,2,0
12-09-2020,(SDK X) Cricket Mazza ,Dream11_320x50,Tamil Nadu,0,830,176,100,166,94.3,7,7
12-09-2020,(SDK X) Cricket Mazza ,My11_320x50,Tamil Nadu,0,830,191,100,177,92.7,3,3
06-09-2020,Bangla Panjika (বাংলা পঞ্জিকা) 2020 Calendar-1427,Bangla Panjika - Banner - Admob,Assam,0.15,828,828,100,703,84.9,4,4
11-09-2020,Nursing Exam,Nursing_Exam_Admob_Banner_4696,Kerala,0.05,827,827,99.9,440,53.2,13,0
09-09-2020,Motu Patlu Game,N/A,Tamil Nadu,0,826,0,0,0,0,0,0
11-09-2020,India GST Calculator,India GST Calculator_Mopub_New,Bihar,0,824,784,100,0,0,0,0
11-09-2020,India GST Calculator,revshare,Bihar,0,824,7,100,7,100,0,0
11-09-2020,India GST Calculator,Rooter_All apps,Bihar,0,824,1,100,1,100,0,0
11-09-2020,India GST Calculator,Dhani Backfill,Bihar,0,824,32,100,24,75,0,0
11-09-2020,Motu Patlu Cycling Adventure,revshare,Rajasthan,0,824,84,100,27,32.1,2,2
11-09-2020,Motu Patlu Cycling Adventure,Rooter_All apps,Rajasthan,0,824,47,100,28,59.6,2,2
11-09-2020,Motu Patlu Cycling Adventure,Dhani Backfill,Rajasthan,0,824,224,100,109,48.7,6,2
11-09-2020,Motu Patlu Cycling Adventure,Motu Patlu Cycling Adventure_Admob_MCM,Rajasthan,0,824,429,100,6,1.4,0,0
11-09-2020,Motu Patlu Cycling Adventure,Motu Patlu Cycling Adventure_Inmobi_L,Rajasthan,0,824,41,100,27,65.9,1,0
12-09-2020,India GST Calculator,India GST Calculator_Mopub_New,Bihar,0,824,733,100,0,0,0,0
12-09-2020,India GST Calculator,revshare,Bihar,0,824,32,100,31,96.9,0,0
12-09-2020,India GST Calculator,Dhani Backfill,Bihar,0,824,59,100,51,86.44,0,0
11-09-2020,India GST Calculator,India GST Calculator_Mopub_New,Tamil Nadu,0,820,202,100,0,0,0,0
11-09-2020,India GST Calculator,RC_TN_ENG,Tamil Nadu,0,820,158,100,123,77.85,0,0
11-09-2020,India GST Calculator,Quirky_Eng,Tamil Nadu,0,820,138,100,105,76.09,0,0
11-09-2020,India GST Calculator,Satishsolo_Tamil,Tamil Nadu,0,820,166,100,127,76.51,0,0
11-09-2020,India GST Calculator,Satishsolo_Eng,Tamil Nadu,0,820,152,100,114,75,0,0
11-09-2020,India GST Calculator,RC_KA_Stock_English,Tamil Nadu,0,820,1,100,1,100,0,0
11-09-2020,India GST Calculator,Quirky_Eng,Tamil Nadu,0,820,1,100,1,100,0,0
08-09-2020,Nursing Exam,Nursing_Exam_Admob_Banner_4696,Himachal Pradesh,0.1,819,774,94.5,540,69.8,6,0
07-09-2020,India GST Calculator,India GST Calculator_Mopub_New,West Bengal,0,818,752,100,0,0,0,0
07-09-2020,India GST Calculator,revshare,West Bengal,0,818,68,100,56,82.35,0,0
12-09-2020,Motu Patlu Car Game,Motu Patlu Car Game_Admob,Haryana,0.07,817,494,100,368,74.49,71,19
12-09-2020,Motu Patlu Car Game,Motu Patlu Car Game_Inmobi_L,Haryana,0,817,323,100,299,92.6,49,16
10-09-2020,Live Talk,Live Talk_Admob_MCM,Jharkhand,0,816,376,100,358,95.2,348,18
10-09-2020,Live Talk,Live Talk_GG_AdX,Jharkhand,0,816,438,100,410,93.6,416,25
09-09-2020,Shiva Winter Biking Tales,Shiva Winter Biking Tales_Admob,Jammu and Kashmir,0,815,369,100,5,1.36,1,0
09-09-2020,Shiva Winter Biking Tales,revshare,Jammu and Kashmir,0,815,262,100,219,83.59,84,84
09-09-2020,Shiva Winter Biking Tales,Shiva Winter Biking Tales_Inmobi_L,Jammu and Kashmir,0,815,10,100,6,60,4,2
09-09-2020,Shiva Winter Biking Tales,Rooter_All apps,Jammu and Kashmir,0.01,815,169,100,144,85.21,65,65
09-09-2020,Shiva Winter Biking Tales,Dhani Backfill,Jammu and Kashmir,0,815,5,100,5,100,7,0
07-09-2020,Nursing Exam,Nursing_Exam_Admob_Banner_4696,Tamil Nadu,0.07,814,787,96.6,529,67.2,2,0
07-09-2020,Live Talk,Rummy77,Jharkhand,0,814,8,100,8,100,7,0
07-09-2020,Live Talk,New creative,Jharkhand,0,814,5,100,5,100,4,0
07-09-2020,Live Talk,creative_aug,Jharkhand,0,814,8,100,8,100,5,0
07-09-2020,Live Talk,Nov New,Jharkhand,0,814,10,100,10,100,15,3
07-09-2020,Live Talk,Live Talk_Admob_MCM,Jharkhand,0,814,370,100,359,97,292,17
07-09-2020,Live Talk,Live Talk_GG_AdX,Jharkhand,0,814,413,100,400,96.9,389,16
11-09-2020,Bottle Shooting Game,Bottle Shooting Game_Inmobi_H,Sikkim,0,814,1,100,0,0,0,0
11-09-2020,Bottle Shooting Game,revshare,Sikkim,0,814,4,100,2,50,0,0
11-09-2020,Bottle Shooting Game,Rooter_NonCricket,Sikkim,0,814,15,100,8,53.3,0,0
11-09-2020,Bottle Shooting Game,Dhani Backfill,Sikkim,0,814,5,100,2,40,0,0
11-09-2020,Bottle Shooting Game,Dream11,Sikkim,0,814,1,100,0,0,0,0
11-09-2020,Bottle Shooting Game,Dream11_NonCore,Sikkim,0,814,3,100,0,0,0,0
11-09-2020,Bottle Shooting Game,MY11Circle_IN_SG_1500,Sikkim,0,814,1,100,0,0,0,0
11-09-2020,Bottle Shooting Game,IPL banner,Sikkim,0,814,1,100,0,0,0,0
11-09-2020,Bottle Shooting Game,Bottle Shooting Game_Admob_No Floor,Sikkim,0,814,329,100,127,38.6,2,0
11-09-2020,Bottle Shooting Game,Bottle Shooting Game_Admob_ML,Sikkim,0.01,814,454,100,142,31.3,9,1
08-09-2020,Talk Now – Audio Chat to English speaking practice,4719_talk Now - Native - Admob - Lobby Native,Andhra Pradesh,0.01,813,385,99.3,171,44.4,0,0
08-09-2020,Talk Now – Audio Chat to English speaking practice,4718_talk Now - Native - Admob - Native Chat History,Andhra Pradesh,0.04,813,422,99.3,254,60.2,1,1
11-09-2020,Life of a Princess : Story,revshare,Madhya Pradesh,0,813,286,100,252,88.11,35,34
11-09-2020,Life of a Princess : Story,Rooter_All apps,Madhya Pradesh,0,813,69,100,63,91.3,1,1
11-09-2020,Life of a Princess : Story,Dhani Backfill,Madhya Pradesh,0,813,458,100,389,84.93,43,9
09-09-2020,4 Digit Code,4 Digit Code_Inmobi_L,Delhi,0,812,96,100,62,64.6,11,3
09-09-2020,4 Digit Code,4 Digit Code_Admob,Delhi,0,812,270,100,15,5.56,6,2
09-09-2020,4 Digit Code,4 Digit Code_GG_AdX,Delhi,0,812,404,100,336,83.17,78,16
09-09-2020,4 Digit Code,revshare,Delhi,0,812,42,100,39,92.9,2,2
10-09-2020,Bottle Shooting Game,Bottle Shooting Game_Inmobi_H,Sikkim,0,811,4,100,2,50,0,0
10-09-2020,Bottle Shooting Game,revshare,Sikkim,0,811,6,100,6,100,0,0
10-09-2020,Bottle Shooting Game,Rooter_All apps,Sikkim,0,811,15,100,10,66.7,0,0
10-09-2020,Bottle Shooting Game,Rooter_NonCricket,Sikkim,0,811,72,100,35,48.6,2,2
10-09-2020,Bottle Shooting Game,Dhani Backfill,Sikkim,0,811,10,100,7,70,0,0
10-09-2020,Bottle Shooting Game,Dream11,Sikkim,0,811,2,100,0,0,0,0
10-09-2020,Bottle Shooting Game,Dream11_NonCore,Sikkim,0,811,3,100,2,66.7,0,0
10-09-2020,Bottle Shooting Game,MY11Circle_IN_SG_1500,Sikkim,0,811,3,100,2,66.7,0,0
10-09-2020,Bottle Shooting Game,IPL banner,Sikkim,0,811,2,100,1,50,0,0
10-09-2020,Bottle Shooting Game,Bottle Shooting Game_Admob_No Floor,Sikkim,0,811,281,100,126,44.8,8,2
10-09-2020,Bottle Shooting Game,Bottle Shooting Game_Admob_ML,Sikkim,0.02,811,413,100,160,38.7,9,1
09-09-2020,Nursing Exam,Nursing_Exam_Admob_Banner_4696,Punjab,0.08,810,810,100,616,76.05,1,0
10-09-2020,Nursing Exam,Nursing_Exam_Admob_Banner_4696,Himachal Pradesh,0.1,810,811,100,644,79.41,6,0
12-09-2020,Life of a Princess : Story,revshare,Madhya Pradesh,0,810,312,100,278,89.1,34,34
12-09-2020,Life of a Princess : Story,Dhani Backfill,Madhya Pradesh,0,810,498,100,407,81.73,57,16
11-09-2020,Nursing Exam,Nursing_Exam_Admob_Banner_4696,Himachal Pradesh,0.06,809,784,96.9,584,74.49,17,0
10-09-2020,India GST Calculator,India GST Calculator_Mopub_New,Madhya Pradesh,0,809,680,100,0,0,0,0
10-09-2020,India GST Calculator,revshare,Madhya Pradesh,0,809,22,100,18,81.82,0,0
10-09-2020,India GST Calculator,Rooter_All apps,Madhya Pradesh,0,809,41,100,32,78.05,1,1
10-09-2020,India GST Calculator,Dhani Backfill,Madhya Pradesh,0,809,66,100,48,72.73,1,0
