Date,App,Ad_Group,State,Revenue,Ad_Requests,Ad_Responses,Fill_Rate,Impressions,Render_Rate,1st_Clicks,2nd_Clicks
06-09-2020,Callbreak Multiplayer,Ajusolo_Eng,Karnataka,0,128934,4,100,3,75,0,0
06-09-2020,Callbreak Multiplayer,Ajusolo_Mal,Karnataka,0,128934,3,100,3,100,0,0
10-09-2020,World Cricket Championship 2,WCC2_Admob_Excluding India,Tamil Nadu,0,128931,38,99.8,30,78.95,2,2
10-09-2020,World Cricket Championship 2,WCC2_Admob_GG_0.50,Tamil Nadu,0,128931,14,99.8,7,50,0,0
10-09-2020,World Cricket Championship 2,WCC2_Inmobi_H,Tamil Nadu,3.25,128931,19799,99.8,15888,80.25,1032,150
10-09-2020,World Cricket Championship 2,WCC2_Inmobi_L,Tamil Nadu,0.05,128931,757,99.8,655,86.53,33,4
10-09-2020,World Cricket Championship 2,Rooter_Cricket,Tamil Nadu,0.05,128931,2166,99.8,2087,96.4,52,52
10-09-2020,World Cricket Championship 2,Dhani Backfill,Tamil Nadu,0,128931,1,99.8,0,0,0,0
10-09-2020,World Cricket Championship 2,Dream11,Tamil Nadu,0,128931,16412,99.8,13957,85.04,830,138
10-09-2020,World Cricket Championship 2,Dream11_NonCore,Tamil Nadu,0,128931,9,99.8,5,55.6,0,0
10-09-2020,World Cricket Championship 2,MY11Circle_IN_SG_1500,Tamil Nadu,0,128931,20679,99.8,17529,84.77,1044,149
10-09-2020,World Cricket Championship 2,IPL banner,Tamil Nadu,0,128931,20744,99.8,17724,85.44,1119,134
10-09-2020,World Cricket Championship 2,11wickets_CPR,Tamil Nadu,0,128931,31,99.8,23,74.19,2,1
10-09-2020,World Cricket Championship 2,RC_TN_Stock_Tamil,Tamil Nadu,0,128931,11960,99.8,10943,91.5,440,55
10-09-2020,World Cricket Championship 2,RC_TN_ENG,Tamil Nadu,0,128931,11943,99.8,10890,91.2,484,47
10-09-2020,World Cricket Championship 2,Satishsolo_Tamil,Tamil Nadu,0,128931,12040,99.8,10931,90.8,428,45
10-09-2020,World Cricket Championship 2,Satishsolo_Eng,Tamil Nadu,0,128931,12023,99.8,10982,91.3,508,58
10-09-2020,World Cricket Championship 2,RC_KA_Stock_English,Tamil Nadu,0,128931,25,99.8,22,88,1,0
10-09-2020,World Cricket Championship 2,Quirky_Eng,Tamil Nadu,0,128931,32,99.8,25,78.13,2,0
10-09-2020,World Cricket Championship 2,Danish&satish,Tamil Nadu,0,128931,28,99.8,27,96.4,1,0
10-09-2020,World Cricket Championship 2,DanishSolo_English,Tamil Nadu,0,128931,25,99.8,22,88,1,0
10-09-2020,World Cricket Championship 2,Danishsolo_Kan,Tamil Nadu,0,128931,26,99.8,23,88.46,0,0
10-09-2020,World Cricket Championship 2,RC_KL_Stock_ENG,Tamil Nadu,0,128931,5,99.8,4,80,0,0
10-09-2020,World Cricket Championship 2,Malayalm_KL,Tamil Nadu,0,128931,1,99.8,1,100,0,0
10-09-2020,World Cricket Championship 2,non stop fun,Tamil Nadu,0,128931,5,99.8,5,100,0,0
10-09-2020,World Cricket Championship 2,quirky_Eng,Tamil Nadu,0,128931,9,99.8,8,88.89,0,0
10-09-2020,World Cricket Championship 2,Ajusolo_Eng,Tamil Nadu,0,128931,6,99.8,4,66.7,0,0
10-09-2020,World Cricket Championship 2,Ajusolo_Mal,Tamil Nadu,0,128931,9,99.8,10,111,1,0
11-09-2020,World Cricket Championship 2,WCC2_Admob_Excluding India,Karnataka,0,128327,8,99.8,3,37.5,0,0
11-09-2020,World Cricket Championship 2,WCC2_Admob_GG_0.50,Karnataka,0,128327,4,99.8,1,25,1,0
11-09-2020,World Cricket Championship 2,WCC2_Inmobi_H,Karnataka,3.05,128327,18548,99.8,15735,84.83,1214,183
11-09-2020,World Cricket Championship 2,WCC2_Inmobi_L,Karnataka,0.05,128327,681,99.8,642,94.3,28,4
11-09-2020,World Cricket Championship 2,Rooter_Cricket,Karnataka,0,128327,49,99.8,45,91.8,2,2
11-09-2020,World Cricket Championship 2,Dream11,Karnataka,0,128327,16921,99.8,15309,90.5,1049,134
11-09-2020,World Cricket Championship 2,Dream11_NonCore,Karnataka,0,128327,2,99.8,1,50,0,0
11-09-2020,World Cricket Championship 2,MY11Circle_IN_SG_1500,Karnataka,0,128327,21363,99.8,19405,90.8,1247,162
11-09-2020,World Cricket Championship 2,IPL banner,Karnataka,1.32,128327,21429,99.8,19627,91.6,1271,160
11-09-2020,World Cricket Championship 2,11wickets_CPR,Karnataka,0,128327,17,99.8,15,88.24,2,0
11-09-2020,World Cricket Championship 2,RC_MH_English,Karnataka,0,128327,2,99.8,2,100,0,0
11-09-2020,World Cricket Championship 2,Logo without name,Karnataka,0,128327,3,99.8,2,66.7,0,0
11-09-2020,World Cricket Championship 2,logo with name,Karnataka,0,128327,1,99.8,1,100,0,0
11-09-2020,World Cricket Championship 2,RC_TN_Stock_Tamil,Karnataka,0,128327,49,99.8,48,98,4,1
11-09-2020,World Cricket Championship 2,RC_TN_ENG,Karnataka,0,128327,28,99.8,27,96.4,1,0
11-09-2020,World Cricket Championship 2,Satishsolo_Tamil,Karnataka,0,128327,32,99.8,32,100,0,0
11-09-2020,World Cricket Championship 2,Satishsolo_Eng,Karnataka,0,128327,35,99.8,35,100,0,0
11-09-2020,World Cricket Championship 2,RC_KA_Stock_English,Karnataka,0,128327,9798,99.8,9470,96.7,394,51
11-09-2020,World Cricket Championship 2,Quirky_Eng,Karnataka,4.68,128327,9705,99.8,9392,96.8,408,44
11-09-2020,World Cricket Championship 2,Danish&satish,Karnataka,0,128327,9900,99.8,9520,96.2,381,46
11-09-2020,World Cricket Championship 2,DanishSolo_English,Karnataka,0,128327,9781,99.8,9455,96.7,385,40
11-09-2020,World Cricket Championship 2,Danishsolo_Kan,Karnataka,0,128327,9729,99.8,9368,96.3,388,54
11-09-2020,World Cricket Championship 2,RC_KL_Stock_ENG,Karnataka,0,128327,8,99.8,7,87.5,0,0
11-09-2020,World Cricket Championship 2,non stop fun,Karnataka,0,128327,7,99.8,7,100,0,0
11-09-2020,World Cricket Championship 2,quirky_Eng,Karnataka,0,128327,7,99.8,7,100,3,0
11-09-2020,World Cricket Championship 2,Ajusolo_Eng,Karnataka,0,128327,4,99.8,3,75,0,0
11-09-2020,World Cricket Championship 2,Ajusolo_Mal,Karnataka,0,128327,9,99.8,7,77.78,1,1
09-09-2020,Calculator vault,revshare,Unresolved,0,128097,77142,100,128,0.17,2,2
09-09-2020,Calculator vault,Rooter_All apps,Unresolved,0,128097,1,100,0,0,0,0
09-09-2020,Calculator vault,Dhani Backfill,Unresolved,0,128097,50945,100,88,0.17,3,0
12-09-2020,Callbreak Multiplayer,Callbreak Multiplayer2_Inmobi_No Floor,Karnataka,0.53,127489,7203,100,5669,78.7,173,52
12-09-2020,Callbreak Multiplayer,Dream11_NonCore,Karnataka,0,127489,3,100,2,66.7,0,0
12-09-2020,Callbreak Multiplayer,MY11Circle_IN_SG_1500,Karnataka,0,127489,18829,100,17063,90.6,180,57
12-09-2020,Callbreak Multiplayer,IPL banner,Karnataka,0,127489,18797,100,17075,90.8,139,44
12-09-2020,Callbreak Multiplayer,11wickets_CPR,Karnataka,0,127489,1438,100,1350,93.9,9,7
12-09-2020,Callbreak Multiplayer,RC_MH_Stock_Marathi,Karnataka,0,127489,1,100,1,100,0,0
12-09-2020,Callbreak Multiplayer,RC_MH_English,Karnataka,0,127489,2,100,2,100,0,0
12-09-2020,Callbreak Multiplayer,non stop fun,Karnataka,0,127489,1,100,1,100,0,0
12-09-2020,Callbreak Multiplayer,Logo without name,Karnataka,0,127489,2,100,2,100,0,0
12-09-2020,Callbreak Multiplayer,logo with name,Karnataka,0,127489,2,100,2,100,0,0
12-09-2020,Callbreak Multiplayer,RC_TN_ENG,Karnataka,0,127489,57,100,52,91.2,0,0
12-09-2020,Callbreak Multiplayer,Quirky_Eng,Karnataka,0,127489,56,100,50,89.29,0,0
12-09-2020,Callbreak Multiplayer,Satishsolo_Tamil,Karnataka,0,127489,48,100,46,95.8,0,0
12-09-2020,Callbreak Multiplayer,Satishsolo_Eng,Karnataka,0,127489,50,100,44,88,0,0
12-09-2020,Callbreak Multiplayer,RC_KA_Stock_English,Karnataka,0,127489,13449,100,12552,93.3,60,17
12-09-2020,Callbreak Multiplayer,non stop fun,Karnataka,0,127489,13459,100,12587,93.5,50,12
12-09-2020,Callbreak Multiplayer,Quirky_Eng,Karnataka,0,127489,13505,100,12617,93.4,35,13
12-09-2020,Callbreak Multiplayer,Danish&satish,Karnataka,0,127489,13575,100,12637,93.1,43,13
12-09-2020,Callbreak Multiplayer,DanishSolo_English,Karnataka,0,127489,13458,100,12530,93.1,54,17
12-09-2020,Callbreak Multiplayer,Danishsolo_Kan,Karnataka,0,127489,13530,100,12628,93.3,54,23
12-09-2020,Callbreak Multiplayer,RC_KL_Stock_ENG,Karnataka,0,127489,4,100,3,75,0,0
12-09-2020,Callbreak Multiplayer,Malayalm_KL,Karnataka,0,127489,4,100,4,100,0,0
12-09-2020,Callbreak Multiplayer,non stop fun,Karnataka,0,127489,5,100,5,100,0,0
12-09-2020,Callbreak Multiplayer,quirky_Eng,Karnataka,0,127489,3,100,3,100,2,0
12-09-2020,Callbreak Multiplayer,Ajusolo_Eng,Karnataka,0,127489,3,100,3,100,0,0
12-09-2020,Callbreak Multiplayer,Ajusolo_Mal,Karnataka,0,127489,4,100,3,75,0,0
12-09-2020,Callbreak Multiplayer,Gujrati_GL,Karnataka,0,127489,2,100,2,100,0,0
06-09-2020,Bottle Shooting Game,Bottle Shooting Game_Inmobi_H,Gujarat,0.22,127283,1207,100,944,78.21,172,36
06-09-2020,Bottle Shooting Game,Rooter_NonCricket,Gujarat,0.93,127283,14165,100,12177,85.97,633,622
06-09-2020,Bottle Shooting Game,Dream11,Gujarat,0.61,127283,22077,100,18025,81.65,1293,352
06-09-2020,Bottle Shooting Game,Dream11_NonCore,Gujarat,0,127283,31,100,23,74.19,1,1
06-09-2020,Bottle Shooting Game,RC_MH_English,Gujarat,0,127283,8,100,5,62.5,1,0
06-09-2020,Bottle Shooting Game,Gujrati_GL,Gujarat,2.63,127283,89744,100,78445,87.41,8621,2492
06-09-2020,Bottle Shooting Game,Bottle Shooting Game_Admob_No Floor,Gujarat,0,127283,29,100,10,34.5,0,0
06-09-2020,Bottle Shooting Game,Bottle Shooting Game_Admob_ML,Gujarat,0,127283,23,100,7,30.4,0,0
09-09-2020,Callbreak Multiplayer,Rooter_Callbreak,Jharkhand,0.04,127137,18969,100,16793,88.53,91,88
09-09-2020,Callbreak Multiplayer,Callbreak Multiplayer2_Admob_L,Jharkhand,0,127137,2,100,2,100,0,0
09-09-2020,Callbreak Multiplayer,Callbreak Multiplayer2_Inmobi_No Floor,Jharkhand,0.05,127137,687,100,571,83.11,18,5
09-09-2020,Callbreak Multiplayer,Dream11_NonCore,Jharkhand,0,127137,53910,100,49113,91.1,336,86
09-09-2020,Callbreak Multiplayer,MY11Circle_IN_SG_1500,Jharkhand,0,127137,23728,100,20174,85.02,341,114
09-09-2020,Callbreak Multiplayer,IPL banner,Jharkhand,0,127137,23760,100,20375,85.75,380,133
09-09-2020,Callbreak Multiplayer,11wickets_CPR,Jharkhand,0,127137,6077,100,5185,85.32,38,12
07-09-2020,World Cricket Championship 2,WCC2_Admob_Excluding India,Tamil Nadu,0,126936,22,99.8,9,40.9,1,0
07-09-2020,World Cricket Championship 2,WCC2_Admob_GG_0.50,Tamil Nadu,0,126936,14,99.8,1,7.14,0,0
07-09-2020,World Cricket Championship 2,WCC2_Inmobi_H,Tamil Nadu,0.19,126936,1200,99.8,1022,85.17,69,9
07-09-2020,World Cricket Championship 2,WCC2_Inmobi_L,Tamil Nadu,0.13,126936,1754,99.8,1665,94.9,75,4
07-09-2020,World Cricket Championship 2,Rooter_Cricket,Tamil Nadu,0.45,126936,11929,99.8,11581,97.1,448,447
07-09-2020,World Cricket Championship 2,Dream11,Tamil Nadu,0.61,126936,14201,99.8,12851,90.5,746,110
07-09-2020,World Cricket Championship 2,Dream11_NonCore,Tamil Nadu,0,126936,6,99.8,5,83.33,0,0
07-09-2020,World Cricket Championship 2,MY11Circle_IN_SG_1500,Tamil Nadu,0.92,126936,14250,99.8,12691,89.06,735,100
07-09-2020,World Cricket Championship 2,IPL banner,Tamil Nadu,0,126936,14234,99.8,12822,90.1,766,111
07-09-2020,World Cricket Championship 2,11wickets_CPR,Tamil Nadu,0,126936,19,99.8,13,68.4,0,0
07-09-2020,World Cricket Championship 2,RC_TN_Stock_Tamil,Tamil Nadu,0,126936,20152,99.8,19388,96.2,863,118
07-09-2020,World Cricket Championship 2,RC_TN_ENG,Tamil Nadu,0,126936,20145,99.8,19379,96.2,895,126
07-09-2020,World Cricket Championship 2,Satishsolo_Tamil,Tamil Nadu,0,126936,14379,99.8,13094,91.1,858,123
07-09-2020,World Cricket Championship 2,Satishsolo_Eng,Tamil Nadu,0,126936,14309,99.8,12936,90.4,695,82
07-09-2020,World Cricket Championship 2,RC_KA_Stock_English,Tamil Nadu,0,126936,5,99.8,5,100,0,0
07-09-2020,World Cricket Championship 2,Quirky_Eng,Tamil Nadu,0,126936,7,99.8,7,100,0,0
07-09-2020,World Cricket Championship 2,Danish&satish,Tamil Nadu,0,126936,7,99.8,7,100,0,0
07-09-2020,World Cricket Championship 2,DanishSolo_English,Tamil Nadu,0,126936,8,99.8,5,62.5,0,0
07-09-2020,World Cricket Championship 2,Danishsolo_Kan,Tamil Nadu,0,126936,10,99.8,10,100,1,0
07-09-2020,World Cricket Championship 2,RC_KL_Stock_ENG,Tamil Nadu,0,126936,3,99.8,2,66.7,1,0
07-09-2020,World Cricket Championship 2,Other games,Tamil Nadu,0,126936,1,99.8,1,100,0,0
07-09-2020,World Cricket Championship 2,Malayalm_KL,Tamil Nadu,0,126936,2,99.8,1,50,0,0
07-09-2020,World Cricket Championship 2,non stop fun,Tamil Nadu,0,126936,6,99.8,4,66.7,0,0
07-09-2020,World Cricket Championship 2,quirky_Eng,Tamil Nadu,0,126936,9,99.8,8,88.89,0,0
07-09-2020,World Cricket Championship 2,Ajusolo_Eng,Tamil Nadu,0,126936,3,99.8,3,100,0,0
07-09-2020,World Cricket Championship 2,Ajusolo_Mal,Tamil Nadu,0,126936,13,99.8,13,100,0,0
06-09-2020,World Cricket Championship 2,WCC2_Admob_Excluding India,Karnataka,0,126326,17,99.8,12,70.59,0,0
06-09-2020,World Cricket Championship 2,WCC2_Admob_GG_0.50,Karnataka,0,126326,2,99.8,1,50,0,0
06-09-2020,World Cricket Championship 2,WCC2_Inmobi_H,Karnataka,0.32,126326,2024,99.8,1689,83.45,121,18
06-09-2020,World Cricket Championship 2,WCC2_Inmobi_L,Karnataka,0.09,126326,1296,99.8,1228,94.8,56,6
06-09-2020,World Cricket Championship 2,revshare,Karnataka,0,126326,1,99.8,1,100,0,0
06-09-2020,World Cricket Championship 2,Rooter_Cricket,Karnataka,0.3,126326,7533,99.8,7323,97.2,296,296
06-09-2020,World Cricket Championship 2,Dream11,Karnataka,0.61,126326,13677,99.8,12200,89.2,830,111
06-09-2020,World Cricket Championship 2,Dream11_NonCore,Karnataka,0,126326,1,99.8,1,100,0,0
06-09-2020,World Cricket Championship 2,MY11Circle_IN_SG_1500,Karnataka,0,126326,13653,99.8,12322,90.3,897,120
06-09-2020,World Cricket Championship 2,IPL banner,Karnataka,2.64,126326,13719,99.8,12171,88.72,874,135
06-09-2020,World Cricket Championship 2,11wickets_CPR,Karnataka,0,126326,13,99.8,11,84.62,1,0
06-09-2020,World Cricket Championship 2,RC_MH_English,Karnataka,0,126326,1,99.8,1,100,0,0
06-09-2020,World Cricket Championship 2,Logo without name,Karnataka,0,126326,2,99.8,2,100,0,0
06-09-2020,World Cricket Championship 2,RC_TN_Stock_Tamil,Karnataka,0,126326,4,99.8,4,100,2,0
06-09-2020,World Cricket Championship 2,RC_TN_ENG,Karnataka,0,126326,4,99.8,3,75,0,0
06-09-2020,World Cricket Championship 2,Satishsolo_Tamil,Karnataka,0,126326,6,99.8,6,100,1,1
06-09-2020,World Cricket Championship 2,Satishsolo_Eng,Karnataka,0,126326,7,99.8,7,100,0,0
06-09-2020,World Cricket Championship 2,RC_KA_Stock_English,Karnataka,0,126326,15411,99.8,14773,95.9,716,87
06-09-2020,World Cricket Championship 2,Quirky_Eng,Karnataka,0,126326,15465,99.8,14850,96,800,108
06-09-2020,World Cricket Championship 2,Danish&satish,Karnataka,0,126326,15467,99.8,14725,95.2,768,99
06-09-2020,World Cricket Championship 2,DanishSolo_English,Karnataka,0,126326,13748,99.8,12262,89.19,971,117
06-09-2020,World Cricket Championship 2,Danishsolo_Kan,Karnataka,0,126326,13970,99.8,12421,88.91,908,115
06-09-2020,World Cricket Championship 2,RC_KL_Stock_ENG,Karnataka,0,126326,5,99.8,5,100,0,0
06-09-2020,World Cricket Championship 2,Other games,Karnataka,0,126326,2,99.8,2,100,0,0
06-09-2020,World Cricket Championship 2,Malayalm_KL,Karnataka,0,126326,2,99.8,1,50,0,0
06-09-2020,World Cricket Championship 2,non stop fun,Karnataka,0,126326,7,99.8,7,100,0,0
06-09-2020,World Cricket Championship 2,quirky_Eng,Karnataka,0,126326,9,99.8,8,88.89,0,0
06-09-2020,World Cricket Championship 2,Ajusolo_Eng,Karnataka,0,126326,9,99.8,8,88.89,0,0
06-09-2020,World Cricket Championship 2,Ajusolo_Mal,Karnataka,0,126326,4,99.8,4,100,0,0
09-09-2020,World Cricket Championship 2,WCC2_Admob_Excluding India,Karnataka,0,126129,31,99.8,23,74.19,0,0
09-09-2020,World Cricket Championship 2,WCC2_Admob_GG_0.50,Karnataka,0,126129,7,99.8,2,28.6,0,0
09-09-2020,World Cricket Championship 2,WCC2_Inmobi_H,Karnataka,1.27,126129,7836,99.8,6533,83.37,536,78
09-09-2020,World Cricket Championship 2,WCC2_Inmobi_L,Karnataka,0.04,126129,498,99.8,459,92.2,8,1
09-09-2020,World Cricket Championship 2,Rooter_Cricket,Karnataka,0.02,126129,772,99.8,732,94.8,17,17
09-09-2020,World Cricket Championship 2,Dream11,Karnataka,0,126129,18635,99.8,16429,88.16,1203,139
09-09-2020,World Cricket Championship 2,Dream11_NonCore,Karnataka,0,126129,2,99.8,2,100,0,0
09-09-2020,World Cricket Championship 2,MY11Circle_IN_SG_1500,Karnataka,0,126129,23261,99.8,20598,88.55,1565,183
09-09-2020,World Cricket Championship 2,IPL banner,Karnataka,0,126129,23330,99.8,20763,89,1533,194
09-09-2020,World Cricket Championship 2,11wickets_CPR,Karnataka,0,126129,10,99.8,6,60,0,0
09-09-2020,World Cricket Championship 2,Logo without name,Karnataka,0,126129,3,99.8,3,100,0,0
09-09-2020,World Cricket Championship 2,logo with name,Karnataka,0,126129,1,99.8,0,0,0,0
09-09-2020,World Cricket Championship 2,RC_TN_Stock_Tamil,Karnataka,0,126129,18,99.8,15,83.33,0,0
09-09-2020,World Cricket Championship 2,RC_TN_ENG,Karnataka,0,126129,27,99.8,26,96.3,0,0
09-09-2020,World Cricket Championship 2,Satishsolo_Tamil,Karnataka,0,126129,19,99.8,18,94.7,0,0
09-09-2020,World Cricket Championship 2,Satishsolo_Eng,Karnataka,0,126129,33,99.8,32,97,2,0
09-09-2020,World Cricket Championship 2,RC_KA_Stock_English,Karnataka,0,126129,10247,99.8,9890,96.5,546,65
09-09-2020,World Cricket Championship 2,Quirky_Eng,Karnataka,0,126129,10345,99.8,9980,96.5,452,49
09-09-2020,World Cricket Championship 2,Danish&satish,Karnataka,0,126129,10256,99.8,9848,96,480,65
09-09-2020,World Cricket Championship 2,DanishSolo_English,Karnataka,0,126129,10287,99.8,9928,96.5,378,41
09-09-2020,World Cricket Championship 2,Danishsolo_Kan,Karnataka,0,126129,10266,99.8,9871,96.2,572,59
09-09-2020,World Cricket Championship 2,RC_KL_Stock_ENG,Karnataka,0,126129,5,99.8,4,80,0,0
09-09-2020,World Cricket Championship 2,Other games,Karnataka,0,126129,4,99.8,3,75,0,0
09-09-2020,World Cricket Championship 2,Malayalm_KL,Karnataka,0,126129,1,99.8,0,0,0,0
09-09-2020,World Cricket Championship 2,non stop fun,Karnataka,0,126129,5,99.8,4,80,0,0
09-09-2020,World Cricket Championship 2,quirky_Eng,Karnataka,0,126129,4,99.8,3,75,0,0
09-09-2020,World Cricket Championship 2,Ajusolo_Eng,Karnataka,0,126129,10,99.8,8,80,3,0
09-09-2020,World Cricket Championship 2,Ajusolo_Mal,Karnataka,0,126129,6,99.8,5,83.33,0,0
08-09-2020,World Cricket Championship 2,WCC2_Admob_Excluding India,Gujarat,0,124278,6,99.6,4,66.7,0,0
08-09-2020,World Cricket Championship 2,WCC2_Admob_GG_0.50,Gujarat,0,124278,8,99.6,1,12.5,0,0
08-09-2020,World Cricket Championship 2,WCC2_Inmobi_H,Gujarat,0.14,124278,816,99.6,750,91.9,54,2
08-09-2020,World Cricket Championship 2,WCC2_Inmobi_L,Gujarat,0.13,124278,1865,99.6,1747,93.7,83,13
08-09-2020,World Cricket Championship 2,Rooter_All apps,Gujarat,0,124278,2,99.6,2,100,0,0
08-09-2020,World Cricket Championship 2,Rooter_Cricket,Gujarat,0.35,124278,10705,99.6,10335,96.5,352,354
08-09-2020,World Cricket Championship 2,Dream11,Gujarat,0,124278,7361,99.6,7003,95.1,332,44
08-09-2020,World Cricket Championship 2,Dream11_NonCore,Gujarat,0,124278,5,99.6,4,80,0,0
08-09-2020,World Cricket Championship 2,MY11Circle_IN_SG_1500,Gujarat,1.32,124278,9442,99.6,8846,93.7,473,52
08-09-2020,World Cricket Championship 2,IPL banner,Gujarat,1.32,124278,9486,99.6,8962,94.5,455,55
08-09-2020,World Cricket Championship 2,11wickets_CPR,Gujarat,0,124278,185,99.6,169,91.4,12,5
08-09-2020,World Cricket Championship 2,RC_MH_English,Gujarat,0,124278,4,99.6,3,75,0,0
08-09-2020,World Cricket Championship 2,Logo without name,Gujarat,0,124278,5,99.6,5,100,1,0
08-09-2020,World Cricket Championship 2,logo with name,Gujarat,0,124278,3,99.6,3,100,0,0
08-09-2020,World Cricket Championship 2,RC_GJ_Stock,Gujarat,0,124278,30699,99.6,29165,95,1466,172
08-09-2020,World Cricket Championship 2,Gujrati_GL,Gujarat,2.63,124278,53189,99.6,46797,87.98,3096,412
09-09-2020,Callbreak Multiplayer,Rooter_Callbreak,Karnataka,0,124119,6,100,6,100,0,0
09-09-2020,Callbreak Multiplayer,Callbreak Multiplayer2_Admob_L,Karnataka,0,124119,7,100,7,100,0,0
09-09-2020,Callbreak Multiplayer,Callbreak Multiplayer2_Inmobi_No Floor,Karnataka,0.49,124119,6444,100,5100,79.14,148,50
09-09-2020,Callbreak Multiplayer,Dream11_NonCore,Karnataka,0,124119,7,100,7,100,0,0
09-09-2020,Callbreak Multiplayer,MY11Circle_IN_SG_1500,Karnataka,0,124119,18883,100,16674,88.3,146,47
09-09-2020,Callbreak Multiplayer,IPL banner,Karnataka,0,124119,18857,100,16859,89.4,138,37
09-09-2020,Callbreak Multiplayer,11wickets_CPR,Karnataka,0,124119,1407,100,1288,91.5,1,1
09-09-2020,Callbreak Multiplayer,RC_MH_Stock_Marathi,Karnataka,0,124119,1,100,1,100,0,0
09-09-2020,Callbreak Multiplayer,RC_MH_English,Karnataka,0,124119,1,100,1,100,0,0
09-09-2020,Callbreak Multiplayer,Logo without name,Karnataka,0,124119,2,100,2,100,0,0
09-09-2020,Callbreak Multiplayer,logo with name,Karnataka,0,124119,1,100,0,0,0,0
09-09-2020,Callbreak Multiplayer,RC_TN_ENG,Karnataka,0,124119,46,100,41,89.13,0,0
09-09-2020,Callbreak Multiplayer,Quirky_Eng,Karnataka,0,124119,29,100,28,96.6,0,0
09-09-2020,Callbreak Multiplayer,Satishsolo_Tamil,Karnataka,0,124119,29,100,28,96.6,0,0
09-09-2020,Callbreak Multiplayer,Satishsolo_Eng,Karnataka,0,124119,35,100,33,94.3,0,0
09-09-2020,Callbreak Multiplayer,RC_KA_Stock_English,Karnataka,0,124119,13152,100,12179,92.6,46,20
09-09-2020,Callbreak Multiplayer,non stop fun,Karnataka,0,124119,13012,100,12096,93,55,12
09-09-2020,Callbreak Multiplayer,Quirky_Eng,Karnataka,0,124119,13005,100,12037,92.6,46,11
09-09-2020,Callbreak Multiplayer,Danish&satish,Karnataka,0,124119,13099,100,12084,92.3,48,8
09-09-2020,Callbreak Multiplayer,DanishSolo_English,Karnataka,0,124119,13114,100,12085,92.2,42,13
09-09-2020,Callbreak Multiplayer,Danishsolo_Kan,Karnataka,0,124119,12964,100,11937,92.1,44,8
09-09-2020,Callbreak Multiplayer,RC_KL_Stock_ENG,Karnataka,0,124119,4,100,2,50,0,0
09-09-2020,Callbreak Multiplayer,Malayalm_KL,Karnataka,0,124119,2,100,3,150,0,0
09-09-2020,Callbreak Multiplayer,non stop fun,Karnataka,0,124119,2,100,1,50,0,0
09-09-2020,Callbreak Multiplayer,quirky_Eng,Karnataka,0,124119,3,100,2,66.7,0,0
09-09-2020,Callbreak Multiplayer,Ajusolo_Eng,Karnataka,0,124119,3,100,3,100,0,0
09-09-2020,Callbreak Multiplayer,Ajusolo_Mal,Karnataka,0,124119,4,100,4,100,0,0
09-09-2020,Callbreak Multiplayer,Gujrati_GL,Karnataka,0,124119,1,100,0,0,0,0
11-09-2020,Callbreak Multiplayer,Rooter_Callbreak,Karnataka,0,123997,1,100,1,100,0,0
11-09-2020,Callbreak Multiplayer,Callbreak Multiplayer2_Inmobi_No Floor,Karnataka,0.49,123997,6736,100,5230,77.64,178,54
11-09-2020,Callbreak Multiplayer,Dream11_NonCore,Karnataka,0,123997,2,100,1,50,0,0
11-09-2020,Callbreak Multiplayer,MY11Circle_IN_SG_1500,Karnataka,0,123997,18611,100,16787,90.2,187,55
11-09-2020,Callbreak Multiplayer,IPL banner,Karnataka,0,123997,18565,100,16759,90.3,141,53
11-09-2020,Callbreak Multiplayer,11wickets_CPR,Karnataka,0,123997,1418,100,1307,92.2,2,0
11-09-2020,Callbreak Multiplayer,RC_MH_English,Karnataka,0,123997,1,100,0,0,0,0
11-09-2020,Callbreak Multiplayer,RC_TN_ENG,Karnataka,0,123997,37,100,34,91.9,0,0
11-09-2020,Callbreak Multiplayer,Quirky_Eng,Karnataka,0,123997,37,100,36,97.3,0,0
11-09-2020,Callbreak Multiplayer,Satishsolo_Tamil,Karnataka,0,123997,42,100,37,88.1,0,0
11-09-2020,Callbreak Multiplayer,Satishsolo_Eng,Karnataka,0,123997,49,100,40,81.63,0,0
11-09-2020,Callbreak Multiplayer,RC_KA_Stock_English,Karnataka,0,123997,13001,100,12123,93.2,51,8
11-09-2020,Callbreak Multiplayer,non stop fun,Karnataka,4.68,123997,13126,100,12293,93.7,50,13
11-09-2020,Callbreak Multiplayer,Quirky_Eng,Karnataka,0,123997,13142,100,12255,93.3,40,6
11-09-2020,Callbreak Multiplayer,Danish&satish,Karnataka,0,123997,13044,100,12131,93,56,7
11-09-2020,Callbreak Multiplayer,DanishSolo_English,Karnataka,0,123997,13111,100,12200,93.1,52,13
11-09-2020,Callbreak Multiplayer,Danishsolo_Kan,Karnataka,0,123997,13056,100,12157,93.1,47,11
11-09-2020,Callbreak Multiplayer,RC_KL_Stock_ENG,Karnataka,0,123997,3,100,3,100,0,0
11-09-2020,Callbreak Multiplayer,Malayalm_KL,Karnataka,0,123997,1,100,1,100,0,0
11-09-2020,Callbreak Multiplayer,non stop fun,Karnataka,0,123997,5,100,4,80,0,0
11-09-2020,Callbreak Multiplayer,quirky_Eng,Karnataka,0,123997,1,100,1,100,0,0
11-09-2020,Callbreak Multiplayer,Ajusolo_Eng,Karnataka,0,123997,4,100,4,100,0,0
